,month,state,cases_new,cases_recovered,cases_active,cases_unvax,cases_pvax,cases_fvax,cases_boost
360,2022-02,Pulau Pinang,42601,29143,258950,7012,248,19823,15518
361,2022-02,Sabah,91435,53478,844314,16492,798,48176,25969
362,2022-02,Sarawak,6989,2791,50453,883,93,1317,4696
363,2022-02,Selangor,133919,69719,1224556,23657,1027,50799,58436
364,2022-02,Terengganu,12236,6668,95127,2209,105,6151,3771
365,2022-02,W.P. Kuala Lumpur,31331,18729,312460,5117,256,9427,16531
366,2022-02,W.P. Labuan,5804,1717,43131,1233,93,1814,2664
367,2022-02,W.P. Putrajaya,3711,2277,39325,950,20,1338,1403
368,2022-03,Johor,52609,64352,539519,7285,1682,11876,31766
369,2022-03,Kedah,59719,78855,723683,8682,1158,20968,28911
370,2022-03,Kelantan,30223,40218,332949,5221,458,14098,10446
371,2022-03,Melaka,18999,23611,294563,2568,423,4839,11169
372,2022-03,Negeri Sembilan,43621,49872,507037,5718,1121,11670,25112
373,2022-03,Pahang,35552,45914,440388,6570,844,11784,16354
374,2022-03,Perak,38893,40301,382210,6504,1187,11902,19300
375,2022-03,Perlis,4628,6563,59544,784,95,2382,1367
376,2022-03,Pulau Pinang,57399,66684,433102,6284,1390,15946,33779
377,2022-03,Sabah,27855,57618,841468,4647,723,10718,11767
378,2022-03,Sarawak,38529,33025,381418,6042,1636,5203,25648
379,2022-03,Selangor,243484,223110,2559891,33849,6689,58846,144100
380,2022-03,Terengganu,23761,26378,228455,4028,331,9193,10209
381,2022-03,W.P. Kuala Lumpur,75841,74168,843352,9830,2241,12442,51328
382,2022-03,W.P. Labuan,3998,7731,35325,762,153,900,2183
383,2022-03,W.P. Putrajaya,4072,5116,52820,757,130,1126,2059
384,2022-04,Johor,9738,16969,166776,1488,593,1740,5917
385,2022-04,Kedah,6679,15778,87932,1061,219,2033,3366
386,2022-04,Kelantan,2393,5642,34702,492,56,980,865
387,2022-04,Melaka,5394,8102,89003,743,153,1461,3037
388,2022-04,Negeri Sembilan,11953,19661,159748,1390,554,3499,6510
389,2022-04,Pahang,5003,10671,81391,988,178,1291,2546
390,2022-04,Perak,11232,18184,133890,2318,520,3009,5385
391,2022-04,Perlis,552,1224,8086,105,26,240,181
392,2022-04,Pulau Pinang,9631,14586,70038,1232,349,1679,6371
393,2022-04,Sabah,3351,11506,297462,643,160,1123,1425
394,2022-04,Sarawak,6977,15796,102813,1232,345,1104,4296
395,2022-04,Selangor,146509,223667,1906633,18841,7247,27642,92779
396,2022-04,Terengganu,4425,7665,57785,821,111,1354,2139
397,2022-04,W.P. Kuala Lumpur,20444,35009,282078,2398,881,2950,14215
398,2022-04,W.P. Labuan,445,770,4083,73,25,99,248
399,2022-04,W.P. Putrajaya,1359,1639,18724,214,88,378,679
400,2022-05,Johor,2140,2486,81431,252,49,360,1479
401,2022-05,Kedah,1784,2169,1049,237,28,472,1047
402,2022-05,Kelantan,514,639,4719,92,9,189,224
403,2022-05,Melaka,2445,2911,56988,264,21,647,1513
404,2022-05,Negeri Sembilan,3283,4486,34120,251,65,792,2175
405,2022-05,Pahang,903,1276,22124,139,4,261,499
406,2022-05,Perak,3024,3885,36258,422,48,811,1743
407,2022-05,Perlis,154,183,1907,30,2,68,54
408,2022-05,Pulau Pinang,3983,4304,25459,371,73,768,2771
409,2022-05,Sabah,1334,2956,142311,188,24,411,711
410,2022-05,Sarawak,1317,1923,11893,292,20,195,810
411,2022-05,Selangor,26536,40038,297485,2329,660,4897,18650
412,2022-05,Terengganu,563,725,10010,83,17,154,309
413,2022-05,W.P. Kuala Lumpur,9196,11168,108454,668,126,1270,7132
414,2022-05,W.P. Labuan,116,160,866,11,4,21,80
415,2022-05,W.P. Putrajaya,1214,1422,15770,94,68,346,706
416,2022-06,Johor,1673,1625,72606,199,13,273,1188
417,2022-06,Kedah,1328,1336,-4482,176,17,313,822
418,2022-06,Kelantan,495,425,3379,86,7,158,244
419,2022-06,Melaka,1714,1453,49311,161,12,340,1201
420,2022-06,Negeri Sembilan,2872,2573,23615,188,27,608,2049
421,2022-06,Pahang,734,561,17443,100,10,196,428
422,2022-06,Perak,3271,2983,34219,351,37,789,2094
423,2022-06,Perlis,169,124,2001,11,1,79,78
424,2022-06,Pulau Pinang,3985,3665,24273,283,34,650,3018
425,2022-06,Sabah,2847,2068,130906,303,19,848,1677
426,2022-06,Sarawak,1284,1133,9108,191,16,182,895
427,2022-06,Selangor,23099,23566,228177,1495,213,3958,17433
428,2022-06,Terengganu,405,313,7762,49,3,99,254
429,2022-06,W.P. Kuala Lumpur,14373,10238,132275,845,88,2083,11357
430,2022-06,W.P. Labuan,82,40,395,12,3,21,46
431,2022-06,W.P. Putrajaya,1214,1071,14347,69,18,314,813
432,2022-07,Johor,2726,2279,84082,358,16,393,1959
433,2022-07,Kedah,2749,1972,5344,340,23,719,1667
434,2022-07,Kelantan,1263,948,9212,205,9,532,517
435,2022-07,Melaka,3248,2942,62214,297,20,514,2417
436,2022-07,Negeri Sembilan,5856,5008,51663,332,43,1064,4417
437,2022-07,Pahang,1616,1392,26793,170,8,405,1033
438,2022-07,Perak,8083,6613,73128,772,56,1975,5280
439,2022-07,Perlis,294,292,3376,63,3,117,111
440,2022-07,Pulau Pinang,5430,4976,32277,571,27,718,4114
441,2022-07,Sabah,6605,5636,172078,703,64,1999,3839
442,2022-07,Sarawak,1778,1639,13406,231,12,275,1260
443,2022-07,Selangor,38964,32550,354282,2901,211,6591,29261
444,2022-07,Terengganu,735,677,11224,133,4,210,388
445,2022-07,W.P. Kuala Lumpur,31784,28527,318120,1811,152,4787,25034
446,2022-07,W.P. Labuan,386,253,3380,65,12,85,224
447,2022-07,W.P. Putrajaya,2481,2218,26805,159,31,561,1730
448,2022-08,Johor,3243,3288,87746,490,32,587,2134
449,2022-08,Kedah,3264,3611,15626,421,24,886,1933
450,2022-08,Kelantan,2392,2118,19675,372,17,1012,991
451,2022-08,Melaka,3810,3808,68945,374,20,696,2720
452,2022-08,Negeri Sembilan,5732,6419,57568,490,23,1121,4098
453,2022-08,Pahang,2101,2016,32427,264,19,584,1234
454,2022-08,Perak,7688,8257,78134,892,56,2092,4648
455,2022-08,Perlis,325,312,3504,45,5,143,132
456,2022-08,Pulau Pinang,4157,4979,30790,479,16,630,3032
457,2022-08,Sabah,8350,8562,187070,976,75,2475,4824
458,2022-08,Sarawak,3178,2757,27552,476,26,532,2144
459,2022-08,Selangor,32016,38500,349721,2827,194,5567,23428
460,2022-08,Terengganu,1410,1176,17068,245,5,461,699
461,2022-08,W.P. Kuala Lumpur,22442,27996,258153,1370,126,3541,17405
462,2022-08,W.P. Labuan,257,380,3132,50,4,63,140
463,2022-08,W.P. Putrajaya,2206,2461,26782,148,18,505,1535
464,2022-09,Johor,1858,2243,75241,298,13,329,1218
465,2022-09,Kedah,2131,2311,4241,278,17,613,1223
466,2022-09,Kelantan,1730,2017,16345,284,15,770,661
467,2022-09,Melaka,2236,2626,57300,201,8,395,1632
468,2022-09,Negeri Sembilan,2852,3177,26733,182,10,510,2150
469,2022-09,Pahang,1397,1630,26482,215,9,399,774
470,2022-09,Perak,5059,5409,57969,498,34,1299,3228
471,2022-09,Perlis,244,279,2893,29,1,105,109
472,2022-09,Pulau Pinang,2488,2414,15838,273,10,363,1842
473,2022-09,Sabah,5029,5327,156333,657,43,1506,2823
474,2022-09,Sarawak,2721,2884,26021,421,20,414,1866
475,2022-09,Selangor,16762,18330,170228,1294,50,2610,12808
476,2022-09,Terengganu,869,1106,13395,152,4,300,413
477,2022-09,W.P. Kuala Lumpur,11844,12254,132511,730,53,1600,9461
478,2022-09,W.P. Labuan,123,151,1321,18,2,29,74
479,2022-09,W.P. Putrajaya,912,1161,13054,40,6,201,665
480,2022-10,Johor,1446,1448,73110,200,3,245,998
481,2022-10,Kedah,1879,1908,572,241,13,531,1094
482,2022-10,Kelantan,1469,1414,11617,231,11,638,589
483,2022-10,Melaka,1706,1616,52790,140,5,296,1265
484,2022-10,Negeri Sembilan,3015,2725,25852,163,12,501,2339
485,2022-10,Pahang,1078,1028,22014,159,6,290,623
486,2022-10,Perak,4687,4392,49502,422,29,1195,3041
487,2022-10,Perlis,148,151,1829,23,0,64,61
488,2022-10,Pulau Pinang,2859,2730,17303,264,7,404,2184
489,2022-10,Sabah,3902,4446,149701,562,32,1131,2177
490,2022-10,Sarawak,1861,2160,18343,258,10,326,1267
491,2022-10,Selangor,22349,18654,198011,1460,63,3365,17461
492,2022-10,Terengganu,632,647,10199,100,4,216,312
493,2022-10,W.P. Kuala Lumpur,13979,12091,139515,747,48,1707,11477
494,2022-10,W.P. Labuan,66,61,692,7,0,11,48
495,2022-10,W.P. Putrajaya,1009,847,12240,44,3,229,733
496,2022-11,Johor,1700,1824,70848,193,7,292,1208
497,2022-11,Kedah,4159,3785,11348,419,24,1283,2433
498,2022-11,Kelantan,3434,3228,22365,464,27,1617,1326
499,2022-11,Melaka,4835,4161,76346,312,14,1234,3275
500,2022-11,Negeri Sembilan,4074,4587,30626,248,13,930,2883
501,2022-11,Pahang,2662,2391,31995,273,17,756,1616
502,2022-11,Perak,4457,5453,43859,446,39,1375,2597
503,2022-11,Perlis,190,187,1856,37,4,78,71
504,2022-11,Pulau Pinang,4511,4561,28534,411,15,770,3315
505,2022-11,Sabah,5998,5491,162290,869,50,1852,3227
506,2022-11,Sarawak,3262,2842,21415,451,24,450,2337
507,2022-11,Selangor,33636,36735,250208,2243,108,5637,25648
508,2022-11,Terengganu,1771,1469,16712,251,14,651,855
509,2022-11,W.P. Kuala Lumpur,11373,15927,107770,815,37,1705,8816
510,2022-11,W.P. Labuan,371,275,2787,44,6,96,225
511,2022-11,W.P. Putrajaya,2771,2555,25401,100,7,598,2066
512,2022-12,Johor,790,946,66401,123,3,114,550
513,2022-12,Kedah,2178,2895,83,261,13,756,1148
514,2022-12,Kelantan,1191,1816,8978,198,6,522,465
515,2022-12,Melaka,2337,2976,69155,203,7,384,1743
516,2022-12,Negeri Sembilan,1298,1798,11378,95,2,305,896
517,2022-12,Pahang,1085,1560,23563,133,2,334,616
518,2022-12,Perak,1523,2020,20279,206,10,451,856
519,2022-12,Perlis,162,192,1886,29,1,73,59
520,2022-12,Pulau Pinang,2164,2625,13367,232,10,355,1567
521,2022-12,Sabah,1723,3329,137651,314,16,547,846
522,2022-12,Sarawak,2882,3406,22112,433,20,423,2006
523,2022-12,Selangor,12085,16846,98133,992,41,1786,9266
524,2022-12,Terengganu,671,1089,10995,117,7,247,300
525,2022-12,W.P. Kuala Lumpur,3276,4156,37318,307,12,382,2575
526,2022-12,W.P. Labuan,214,312,2283,34,2,57,121
527,2022-12,W.P. Putrajaya,930,1332,14032,51,4,203,672
528,2023-01,Johor,466,500,63831,65,4,95,302
529,2023-01,Kedah,497,669,-13679,73,3,150,271
530,2023-01,Kelantan,200,312,602,42,2,81,75
531,2023-01,Melaka,629,999,50570,66,3,102,458
532,2023-01,Negeri Sembilan,370,445,3333,37,1,52,280
533,2023-01,Pahang,240,338,16419,37,1,70,132
534,2023-01,Perak,465,616,11467,78,4,137,246
535,2023-01,Perlis,31,42,1017,5,2,10,14
536,2023-01,Pulau Pinang,546,824,1479,67,6,128,345
537,2023-01,Sabah,260,357,113769,64,0,68,128
538,2023-01,Sarawak,727,969,6453,138,5,106,478
539,2023-01,Selangor,3236,4165,19254,384,21,524,2307
540,2023-01,Terengganu,208,256,6575,38,3,64,103
541,2023-01,W.P. Kuala Lumpur,1722,2044,19280,160,6,200,1356
542,2023-01,W.P. Labuan,37,53,738,5,1,7,24
543,2023-01,W.P. Putrajaya,282,345,8657,13,4,49,216
544,2023-02,Johor,295,315,56248,36,1,52,206
545,2023-02,Kedah,196,269,-15682,23,1,54,118
546,2023-02,Kelantan,108,153,-1528,20,2,36,50
547,2023-02,Melaka,434,916,33655,35,3,102,294
548,2023-02,Negeri Sembilan,201,255,702,16,1,35,149
549,2023-02,Pahang,128,166,13184,14,1,28,85
550,2023-02,Perak,256,285,7378,31,0,65,160
551,2023-02,Perlis,21,32,502,4,0,13,4
552,2023-02,Pulau Pinang,194,278,-2965,32,1,28,133
553,2023-02,Sabah,111,149,100724,29,0,34,48
554,2023-02,Sarawak,273,398,782,49,3,37,184
555,2023-02,Selangor,2127,2670,-2416,239,9,320,1559
556,2023-02,Terengganu,97,147,3748,24,1,21,51
557,2023-02,W.P. Kuala Lumpur,1584,1896,8094,110,8,186,1280
558,2023-02,W.P. Labuan,12,14,374,1,0,5,6
559,2023-02,W.P. Putrajaya,161,223,6141,13,0,27,121
560,2023-03,Johor,438,371,62948,54,1,80,303
561,2023-03,Kedah,244,252,-18882,40,0,62,142
562,2023-03,Kelantan,335,165,-1502,39,2,183,111
563,2023-03,Melaka,663,515,30877,48,8,160,447
564,2023-03,Negeri Sembilan,260,200,544,26,1,43,190
565,2023-03,Pahang,270,196,14531,32,2,89,147
566,2023-03,Perak,450,336,8355,49,2,193,206
567,2023-03,Perlis,39,16,607,1,1,30,7
568,2023-03,Pulau Pinang,281,271,-4485,39,4,63,175
569,2023-03,Sabah,56,62,110687,8,0,15,33
570,2023-03,Sarawak,338,250,533,66,5,32,235
571,2023-03,Selangor,2785,2453,-5978,278,9,422,2076
572,2023-03,Terengganu,169,107,4643,36,2,39,92
573,2023-03,W.P. Kuala Lumpur,2381,2079,8940,185,11,252,1933
574,2023-03,W.P. Labuan,34,32,587,4,0,6,24
575,2023-03,W.P. Putrajaya,204,187,6636,14,1,38,151
576,2023-04,Johor,659,612,63033,82,3,112,462
577,2023-04,Kedah,789,511,-14482,145,5,235,404
578,2023-04,Kelantan,818,685,5384,146,5,362,305
579,2023-04,Melaka,2056,1665,43918,139,5,579,1333
580,2023-04,Negeri Sembilan,748,635,5208,69,1,232,446
581,2023-04,Pahang,617,530,17482,79,2,206,330
582,2023-04,Perak,889,846,13361,124,10,372,383
583,2023-04,Perlis,96,74,1163,18,4,39,35
584,2023-04,Pulau Pinang,940,668,486,112,2,172,654
585,2023-04,Sabah,122,95,107835,29,0,35,58
586,2023-04,Sarawak,586,493,3955,124,2,67,393
587,2023-04,Selangor,7102,5836,31597,707,39,1306,5050
588,2023-04,Terengganu,398,261,7075,76,4,129,189
589,2023-04,W.P. Kuala Lumpur,4677,3930,31322,302,9,649,3717
590,2023-04,W.P. Labuan,17,17,523,1,0,5,11
591,2023-04,W.P. Putrajaya,556,472,9205,27,4,143,382
592,2023-05,Johor,773,724,67241,124,4,151,494
593,2023-05,Kedah,1339,1240,-3887,211,9,420,699
594,2023-05,Kelantan,1198,1080,13133,213,8,573,404
595,2023-05,Melaka,2014,1843,56364,172,6,343,1493
596,2023-05,Negeri Sembilan,1183,1026,13325,112,5,294,772
597,2023-05,Pahang,658,554,22804,97,3,188,370
598,2023-05,Perak,1627,1382,23397,228,12,419,968
599,2023-05,Perlis,210,188,2948,38,0,98,74
600,2023-05,Pulau Pinang,1992,1616,15707,222,5,350,1415
601,2023-05,Sabah,336,192,113697,71,3,103,159
602,2023-05,Sarawak,1160,909,11978,172,5,187,796
603,2023-05,Selangor,9215,7929,85441,1058,41,1532,6584
604,2023-05,Terengganu,521,554,10829,111,6,202,202
605,2023-05,W.P. Kuala Lumpur,7013,5866,75739,500,17,917,5579
606,2023-05,W.P. Labuan,97,76,1164,12,2,24,59
607,2023-05,W.P. Putrajaya,724,588,13282,26,3,121,574
608,2023-06,Johor,326,568,61517,52,2,57,215
609,2023-06,Kedah,354,412,-6681,73,1,84,196
610,2023-06,Kelantan,351,440,9596,56,4,172,119
611,2023-06,Melaka,716,739,52300,64,4,126,522
612,2023-06,Negeri Sembilan,356,328,11866,49,0,61,246
613,2023-06,Pahang,163,205,21038,22,1,48,92
614,2023-06,Perak,683,650,22872,68,1,159,455
615,2023-06,Perlis,66,66,2658,13,0,31,22
616,2023-06,Pulau Pinang,797,844,16761,73,1,112,611
617,2023-06,Sabah,425,543,111755,102,3,136,184
618,2023-06,Sarawak,975,1007,16669,168,8,151,648
619,2023-06,Selangor,4266,4718,84898,485,22,571,3188
620,2023-06,Terengganu,333,254,11811,70,1,126,136
621,2023-06,W.P. Kuala Lumpur,2999,3146,78058,222,18,314,2445
622,2023-06,W.P. Labuan,101,85,1565,13,1,20,67
623,2023-06,W.P. Putrajaya,315,316,14008,18,3,70,224
624,2023-07,Johor,131,168,57668,23,0,29,79
625,2023-07,Kedah,154,194,-9793,21,2,46,85
626,2023-07,Kelantan,189,234,7533,34,0,96,59
627,2023-07,Melaka,261,362,49917,25,1,56,179
628,2023-07,Negeri Sembilan,157,196,10324,19,0,35,103
629,2023-07,Pahang,51,65,20503,10,0,14,27
630,2023-07,Perak,201,246,19579,56,2,50,93
631,2023-07,Perlis,32,35,2527,7,0,12,13
632,2023-07,Pulau Pinang,209,311,11960,22,1,30,156
633,2023-07,Sabah,190,280,110505,38,2,66,84
634,2023-07,Sarawak,231,344,9929,25,2,31,173
635,2023-07,Selangor,1482,1986,54481,191,8,261,1022
636,2023-07,Terengganu,115,129,11244,34,0,34,47
637,2023-07,W.P. Kuala Lumpur,1069,1440,61009,85,3,129,852
638,2023-07,W.P. Labuan,54,70,1491,11,0,10,33
639,2023-07,W.P. Putrajaya,84,140,12478,3,1,20,60
640,2023-08,Johor,24,36,56904,2,1,5,16
641,2023-08,Kedah,88,116,-10856,15,0,26,47
642,2023-08,Kelantan,98,127,6220,23,0,45,30
643,2023-08,Melaka,266,295,48897,32,1,43,190
644,2023-08,Negeri Sembilan,120,156,8932,19,1,22,78
645,2023-08,Pahang,40,55,20146,11,0,9,20
646,2023-08,Perak,83,157,17615,21,0,19,43
647,2023-08,Perlis,10,17,2273,1,0,3,6
648,2023-08,Pulau Pinang,134,186,9783,17,0,19,98
649,2023-08,Sabah,85,115,108939,11,1,39,34
650,2023-08,Sarawak,47,111,7227,3,0,7,37
651,2023-08,Selangor,1027,1287,44397,176,2,150,699
652,2023-08,Terengganu,37,107,9329,4,0,15,18
653,2023-08,W.P. Kuala Lumpur,848,1031,53820,116,2,113,617
654,2023-08,W.P. Labuan,7,8,1071,0,0,1,6
655,2023-08,W.P. Putrajaya,59,56,11997,0,2,19,38
656,2023-09,Johor,19,45,54329,0,0,2,17
657,2023-09,Kedah,129,194,-12387,23,1,39,66
658,2023-09,Kelantan,77,125,4668,14,1,29,33
659,2023-09,Melaka,171,279,43763,27,1,38,105
660,2023-09,Negeri Sembilan,149,205,6978,17,3,17,112
661,2023-09,Pahang,31,64,18499,3,0,7,21
662,2023-09,Perak,116,179,15323,12,0,38,66
663,2023-09,Perlis,26,40,1836,4,1,11,10
664,2023-09,Pulau Pinang,253,344,6741,40,0,45,168
665,2023-09,Sabah,28,39,104556,7,1,5,15
666,2023-09,Sarawak,76,113,5594,18,1,8,49
667,2023-09,Selangor,1097,1491,31147,161,2,167,767
668,2023-09,Terengganu,83,51,8936,20,0,31,32
669,2023-09,W.P. Kuala Lumpur,687,1030,41431,87,1,76,523
670,2023-09,W.P. Labuan,6,10,1018,1,0,2,3
671,2023-09,W.P. Putrajaya,58,115,10164,7,0,13,38
672,2023-10,Johor,82,72,56472,16,0,14,52
673,2023-10,Kedah,278,237,-12241,51,2,93,132
674,2023-10,Kelantan,149,124,4978,34,2,58,55
675,2023-10,Melaka,341,272,45542,45,3,44,249
676,2023-10,Negeri Sembilan,216,198,7256,27,1,24,164
677,2023-10,Pahang,78,53,19228,14,2,25,37
678,2023-10,Perak,241,192,16344,28,2,67,144
679,2023-10,Perlis,53,43,1927,13,1,21,18
680,2023-10,Pulau Pinang,418,353,7342,73,2,59,284
681,2023-10,Sabah,29,22,107946,12,0,4,13
682,2023-10,Sarawak,114,107,5830,22,0,17,75
683,2023-10,Selangor,1773,1582,34483,172,1,285,1315
684,2023-10,Terengganu,182,156,9659,45,1,47,89
685,2023-10,W.P. Kuala Lumpur,968,907,43023,112,2,126,728
686,2023-10,W.P. Labuan,17,10,1082,1,0,3,13
687,2023-10,W.P. Putrajaya,70,67,10281,6,0,9,55
688,2023-11,Johor,99,96,54234,14,0,13,72
689,2023-11,Kedah,854,698,-10435,119,1,257,477
690,2023-11,Kelantan,384,409,3154,62,3,152,167
691,2023-11,Melaka,966,885,41765,97,6,195,668
692,2023-11,Negeri Sembilan,519,446,6019,55,2,97,365
693,2023-11,Pahang,332,299,17961,33,3,107,189
694,2023-11,Perak,740,580,15967,97,4,199,440
695,2023-11,Perlis,125,112,2109,18,1,57,49
696,2023-11,Pulau Pinang,1127,939,9056,119,6,225,777
697,2023-11,Sabah,74,62,104575,22,1,19,32
698,2023-11,Sarawak,276,259,4765,50,3,32,191
699,2023-11,Selangor,4076,3339,31449,408,14,625,3029
700,2023-11,Terengganu,549,324,11113,107,3,177,262
701,2023-11,W.P. Kuala Lumpur,2569,2227,37358,248,11,264,2046
702,2023-11,W.P. Labuan,42,35,1088,6,1,4,31
703,2023-11,W.P. Putrajaya,338,231,10056,17,1,72,248
